2,18
2,80
3,18
3,35
5,35
5,80
6,28
6,53
6,80
11,12
11,28
11,878
12,16
12,10751
13,18
13,35
13,10749
14,18
15,18
15,9648
16,18
16,80
16,10402
17,27
17,53
17,9648
18,12
18,14
18,28
18,53
18,878
19,18
19,878
20,18
20,10749
21,99
22,12
22,14
22,28
24,28
24,80
25,18
25,10752
26,18
27,18
27,10402
27,10749
28,18
28,10752
30,16
30,878
33,37
35,16
35,35
35,10751
38,18
38,878
38,10749
55,18
55,53
58,12
58,14
58,28
59,18
59,53
59,80
62,12
62,878
62,9648
63,53
63,878
63,9648
64,18
64,10749
65,18
66,18
66,53
66,80
67,18
67,53
67,80
68,35
68,878
69,18
69,10402
69,10749
70,18
71,18
71,35
71,10402
73,18
74,12
74,53
74,878
75,14
75,35
75,878
76,18
76,10749
77,53
77,9648
78,18
78,53
78,878
79,12
79,18
79,28
79,36
80,18
80,10749
81,12
81,14
81,16
82,12
82,28
82,53
82,80
83,18
83,53
85,12
85,28
86,18
86,10749
87,12
87,28
88,18
88,10402
88,10749
89,12
89,28
90,28
90,35
90,80
91,99
92,99
93,18
93,53
93,80
93,9648
95,12
95,28
95,53
95,878
96,28
96,35
96,80
97,12
97,28
97,878
98,12
98,18
98,28
99,18
99,35
100,35
100,80
101,18
101,53
101,80
102,18
102,10749
103,18
103,80
104,18
104,28
104,53
105,12
105,35
105,878
105,10751
106,12
106,28
106,53
106,878
107,53
107,80
108,18
108,9648
108,10402
109,18
109,35
109,9648
110,18
110,9648
110,10749
111,18
111,28
111,53
111,80
112,18
112,35
112,10749
113,18
114,35
114,10749
115,35
115,80
116,18
116,53
116,80
116,10749
117,18
117,36
117,53
117,80
118,12
118,14
118,35
118,10751
120,12
120,14
120,28
121,12
121,14
121,28
122,12
122,14
122,28
123,12
123,14
123,16
123,18
124,14
124,18
127,18
128,12
128,14
128,16
129,12
129,14
129,16
129,10751
132,99
132,10402
133,99
134,12
134,28
134,35
135,99
135,10402
136,18
136,27
137,14
137,18
137,35
137,10749
138,27
139,18
139,35
139,10749
140,18
140,53
140,80
