pelicula,usuario,instante,voto
2023,930,2004-03-05 00:02:14,3.5
2023,1125,2004-03-05 00:01:34,3.5
2023,1378,2004-03-05 00:00:50,2.0
2023,1587,2004-03-05 00:01:12,0.5
2023,1805,2004-03-05 00:00:08,2.0
2023,1982,2004-03-05 00:01:23,5.0
2023,2009,2004-03-05 00:02:49,2.5
2023,2133,2004-03-05 00:02:04,2.5
2023,2528,2004-03-05 00:01:54,1.0
2023,2664,2004-03-05 00:02:25,4.0
2023,3005,2004-03-05 00:01:05,1.0
2023,3210,2004-03-05 00:00:00,3.0
2023,3360,2004-03-05 00:02:08,3.0
2023,3691,2004-03-05 00:31:09,4.0
2023,3984,2004-03-05 00:02:37,3.5
2023,4321,2004-03-05 00:00:53,2.0
9637,1924,2004-03-20 16:33:47,0.5
9637,41571,2004-03-09 06:10:25,3.5
9637,60756,2004-03-20 16:37:33,3.0
9637,68237,2004-03-20 16:15:00,4.0
9637,72720,2004-03-09 06:09:41,3.5
9637,74754,2004-03-20 16:24:28,1.0
9637,76251,2004-03-09 06:10:02,4.5
10779,5782,2004-03-07 09:01:01,5.0
10779,7236,2004-03-07 08:58:59,4.0
10779,7247,2004-03-07 08:58:45,3.0
10779,7293,2004-03-07 08:58:09,4.0
10779,7346,2004-03-07 08:57:19,4.0
10779,7395,2004-03-07 08:56:37,3.0
10779,7438,2004-03-07 08:56:12,4.0
10779,7445,2004-03-07 08:55:59,4.5
10779,7570,2004-03-07 08:54:59,4.0
10779,7781,2004-03-07 08:53:41,3.0
10779,8130,2004-03-07 08:50:37,4.0
10779,8169,2004-03-07 08:50:08,4.5
10779,8622,2004-03-07 08:47:05,3.0
10779,8961,2004-03-07 08:43:16,5.0
10779,27660,2004-03-07 08:29:03,4.0
10779,27846,2004-03-07 08:40:50,4.5
10779,30793,2004-03-07 08:37:38,4.0
10779,34048,2004-03-07 08:37:56,2.0
10779,34150,2004-03-07 08:37:45,3.0
10779,34405,2004-03-07 08:35:40,5.0
10779,36519,2004-03-07 08:36:20,3.5
10779,41566,2004-03-07 08:34:06,4.0
10779,45062,2004-03-07 08:31:24,4.0
10779,45722,2004-03-07 08:30:10,4.0
10779,46578,2004-03-07 08:29:52,4.0
10779,47610,2004-03-07 08:29:17,5.0
9837,33743,2004-03-11 22:18:12,3.5
9837,1272,2004-03-13 00:27:50,5.0
9837,1968,2004-03-03 23:55:36,3.5
9837,2795,2004-03-10 23:44:26,3.5
9837,86922,2004-03-04 16:59:12,3.5
9837,112171,2004-03-27 01:35:36,4.0
9837,114795,2004-03-12 02:36:39,3.5
9837,116897,2004-03-18 17:01:14,3.5
9837,120466,2004-03-11 02:10:32,4.5
9837,132046,2004-03-12 00:23:15,3.5
9837,135534,2004-03-13 03:19:54,3.5
9837,135569,2004-03-17 22:36:27,3.0
9837,138210,2004-03-23 23:27:08,3.5
9837,143859,2004-03-20 14:46:38,4.0
9837,150604,2004-03-31 17:55:59,3.0
9837,151507,2004-03-20 14:46:25,2.5
9837,154915,2004-03-18 00:59:20,4.5
9837,163981,2004-03-04 23:17:42,3.5
9837,168254,2004-03-24 18:13:42,4.0
9837,3246,2004-03-11 18:44:21,4.0
9837,4492,2004-03-31 16:53:38,2.5
9837,4874,2004-03-04 02:52:07,4.0
11132,95,2004-03-12 21:50:14,4.0
11132,196,2004-03-12 21:53:04,3.5
11132,300,2004-03-12 21:50:33,4.0
11132,1094,2004-03-12 21:53:45,3.5
11132,1580,2004-03-12 21:50:43,4.0
11132,1747,2004-03-12 21:57:06,4.5
11132,2054,2004-03-12 21:55:07,3.0
11132,2763,2004-03-12 21:54:44,3.5
11132,3060,2004-03-03 20:58:34,5.0
11132,5446,2004-03-12 21:45:05,4.0
11132,6708,2004-03-10 04:04:31,5.0
11132,6874,2004-03-03 20:56:27,3.5
11132,6879,2004-03-02 20:26:04,4.0
11132,6942,2004-03-14 18:51:44,5.0
11132,7147,2004-03-10 04:04:17,5.0
11132,7158,2004-03-10 20:50:18,5.0
11132,8622,2004-03-30 22:31:05,5.0
11081,31,2004-03-19 00:00:00,4.0
11081,50,2004-03-19 00:00:01,5.0
11081,145,2004-03-19 00:00:00,4.0
11081,150,2004-03-19 00:00:00,5.0
11081,153,2004-03-19 00:00:00,4.0
11081,161,2004-03-19 00:00:00,5.0
11081,163,2004-03-19 00:00:00,4.0
11081,193,2004-03-19 00:00:01,1.0
11081,216,2004-03-19 00:00:00,4.0
11081,223,2004-03-19 00:00:00,4.0
11081,224,2004-03-19 00:00:00,5.0
11081,225,2004-03-19 00:00:00,3.0
11081,231,2004-03-19 00:00:00,4.0
11081,246,2004-03-19 00:00:00,5.0
11081,248,2004-03-19 00:00:00,4.0
11081,252,2004-03-19 00:00:00,4.0
11081,253,2004-03-19 00:00:00,4.0
11081,257,2004-03-19 00:00:00,4.0
11081,259,2004-03-19 00:00:00,4.0
11081,270,2004-03-19 00:00:00,4.0
11081,276,2004-03-19 00:00:00,4.0
11081,280,2004-03-19 00:00:00,5.0
11081,281,2004-03-19 00:00:01,5.0
11081,288,2004-03-19 00:00:00,5.0
11081,292,2004-03-19 00:00:01,5.0
11081,293,2004-03-19 00:00:01,5.0
11081,296,2004-03-19 00:00:01,5.0
11081,300,2004-03-19 00:00:01,5.0
11081,339,2004-03-19 00:00:01,4.0
11081,344,2004-03-19 00:00:00,3.0
11081,349,2004-03-19 00:00:00,5.0
11081,380,2004-03-19 00:00:01,5.0
11081,410,2004-03-19 00:00:00,4.0
11081,413,2004-03-19 00:00:00,3.0
11081,427,2004-03-19 00:00:00,4.0
11081,431,2004-03-19 00:00:00,5.0
11081,554,2004-03-19 00:00:01,3.0
11081,555,2004-03-19 00:00:01,5.0
11081,588,2004-03-19 00:00:00,5.0
11081,590,2004-03-19 00:00:00,4.0
11081,592,2004-03-19 00:00:00,4.0
10637,8638,2004-03-01 03:55:13,3.0
10637,215,2004-03-01 03:55:09,5.0
615,4995,2004-03-03 04:48:27,4.5
9384,50,2004-03-05 00:03:49,4.0
9384,111,2004-03-05 00:05:40,4.0
9384,296,2004-03-05 00:04:18,5.0
9384,527,2004-03-05 00:05:16,3.0
9384,541,2004-03-05 00:05:50,4.0
9384,593,2004-03-05 00:12:47,2.0
9384,750,2004-03-05 00:04:51,4.0
9384,858,2004-03-05 00:03:35,4.0
9384,950,2004-03-05 00:12:25,3.0
9384,1089,2004-03-05 00:05:38,4.5
9384,1136,2004-03-05 00:05:55,4.0
9384,1209,2004-03-05 00:06:03,2.0
9384,1230,2004-03-07 06:14:35,5.0
9384,1237,2004-03-05 00:05:54,4.0
9384,1252,2004-03-05 00:12:33,5.0
9384,1270,2004-03-05 00:00:00,4.0
9384,1464,2004-03-05 00:22:01,4.5
9384,2571,2004-03-05 00:00:03,4.0
9384,2712,2004-03-05 00:21:51,5.0
9384,2858,2004-03-05 00:05:07,4.0
9384,2959,2004-03-05 00:05:22,4.5
9384,2997,2004-03-07 06:14:38,3.5
9384,4226,2004-03-05 00:11:10,4.0
9384,5349,2004-03-05 00:10:59,1.0
9384,6539,2004-03-05 00:11:05,0.5
9384,6874,2004-03-05 00:07:12,2.5
9384,7153,2004-03-05 00:07:27,2.0
9384,7438,2004-03-05 00:07:13,2.5
9384,8961,2004-03-05 00:07:17,4.0
9384,35836,2004-03-15 03:20:53,4.0
9384,48774,2004-03-05 00:23:41,5.0
9384,56782,2004-03-05 00:03:24,3.0
9384,62434,2004-03-15 03:20:55,2.0
9384,68237,2004-03-05 00:25:47,3.5
9384,70286,2004-03-05 00:24:59,5.0
9384,79132,2004-03-05 00:04:58,2.5
9384,88129,2004-03-05 00:19:03,4.5
9384,88163,2004-03-07 06:24:46,4.0
9384,92259,2004-03-05 00:06:14,4.0
9384,97921,2004-03-07 06:24:29,2.0
9384,108729,2004-03-05 00:21:00,4.5
9384,112183,2004-03-07 06:15:21,3.5
9384,112552,2004-03-05 00:03:03,4.5
9384,112556,2004-03-05 00:07:56,3.0
9384,115569,2004-03-07 06:15:11,4.0
2642,1617,2004-03-04 07:04:25,1.0
2642,2236,2004-03-04 07:28:07,4.0
1586,1,2004-03-12 01:32:19,4.5
1586,10,2004-03-12 01:13:20,3.0
1586,47,2004-03-12 01:46:47,4.0
1586,50,2004-03-12 00:00:06,4.0
1586,110,2004-03-12 00:02:47,3.5
1586,111,2004-03-12 00:01:56,4.0
1586,150,2004-03-12 00:04:06,4.0
1586,260,2004-03-12 00:00:50,3.5
1586,296,2004-03-12 00:00:28,5.0
1586,318,2004-03-12 00:00:00,4.5
1586,344,2004-03-12 01:13:32,3.0
1586,356,2004-03-12 00:02:53,3.0
1586,364,2004-03-12 00:04:27,4.0
1586,457,2004-03-12 01:28:58,4.5
1586,480,2004-03-12 00:03:54,4.0
1586,500,2004-03-12 01:31:00,4.0
1586,508,2004-03-12 00:04:03,3.5
1586,527,2004-03-12 00:00:03,4.0
1586,541,2004-03-12 00:01:57,4.0
1586,586,2004-03-12 01:28:47,4.5
1586,589,2004-03-12 01:46:34,5.0
1586,592,2004-03-12 00:04:14,1.5
1586,593,2004-03-12 00:00:06,4.0
1586,597,2004-03-12 00:04:59,2.0
1586,608,2004-03-12 00:00:53,5.0
1586,648,2004-03-12 01:34:07,2.5
1586,673,2004-03-12 01:14:48,2.0
1586,733,2004-03-12 01:30:59,2.0
1586,750,2004-03-12 00:01:11,4.5
1586,780,2004-03-12 00:05:14,3.5
1586,858,2004-03-12 00:00:01,5.0
1586,904,2004-03-12 00:01:23,4.5
1586,908,2004-03-12 01:32:14,4.5
1586,913,2004-03-12 00:01:47,4.0
1586,914,2004-03-12 01:18:32,4.0
1586,916,2004-03-12 01:19:03,4.5
1586,920,2004-03-12 01:14:53,3.0
1586,923,2004-03-12 00:02:04,4.5
1586,924,2004-03-12 00:02:06,5.0
1586,1035,2004-03-12 01:37:01,4.0
1586,1036,2004-03-12 01:27:38,4.5
1586,1080,2004-03-12 00:02:41,4.5
1586,1089,2004-03-12 00:01:09,3.5
1586,1097,2004-03-12 00:03:38,3.0
1586,1193,2004-03-12 00:00:14,4.0
1586,1196,2004-03-12 00:00:41,5.0
1586,1197,2004-03-12 00:00:59,4.5
1586,1198,2004-03-12 00:00:33,4.5
1586,1200,2004-03-12 00:02:12,4.5
1586,1203,2004-03-12 00:01:02,5.0
1586,1208,2004-03-12 00:02:02,5.0
1586,1210,2004-03-12 00:01:41,3.0
1586,1213,2004-03-12 00:00:26,4.0
1586,1214,2004-03-12 00:01:48,5.0
1586,1221,2004-03-12 00:00:09,4.0
1586,1222,2004-03-12 01:46:29,3.5
1586,1237,2004-03-12 01:18:07,4.0
1586,1240,2004-03-12 00:02:27,4.5
1586,1244,2004-03-12 01:18:35,3.0
1586,1246,2004-03-12 00:03:36,4.5
1586,1265,2004-03-12 01:46:20,4.0
1586,1270,2004-03-12 00:02:26,4.0
1586,1291,2004-03-12 01:46:43,4.0
1586,1333,2004-03-12 01:30:03,4.5
1586,1380,2004-03-12 00:05:26,4.0
1586,1387,2004-03-12 00:02:31,4.0
1586,1393,2004-03-12 00:04:16,4.0
1586,1527,2004-03-12 01:46:16,2.5
1586,1580,2004-03-12 01:29:40,4.0
1586,1584,2004-03-12 01:31:04,4.0
1586,1625,2004-03-12 01:49:16,2.5
1586,1653,2004-03-12 01:48:46,3.0
1586,1682,2004-03-12 00:02:07,4.5
1586,1704,2004-03-12 00:02:33,4.0
1586,1721,2004-03-12 00:05:04,3.0
1586,1732,2004-03-12 00:01:32,4.5
1586,1917,2004-03-12 01:32:40,2.5
1586,1954,2004-03-12 00:03:34,4.5
1586,1968,2004-03-12 00:03:16,4.0
1586,1994,2004-03-12 00:03:51,3.0
1586,2012,2004-03-12 00:05:24,4.0
1586,2028,2004-03-12 00:00:56,3.5
1586,2232,2004-03-12 01:14:56,2.5
1586,2268,2004-03-12 01:30:35,3.0
1586,2288,2004-03-12 00:03:14,3.5
1586,2324,2004-03-12 01:31:29,4.0
1586,2329,2004-03-12 00:00:43,3.5
1586,2353,2004-03-12 00:05:13,2.0
1586,2403,2004-03-12 00:04:19,3.0
1586,2420,2004-03-12 00:04:52,4.0
1586,2542,2004-03-12 01:27:28,3.5
1586,2571,2004-03-12 00:00:25,5.0
1586,2628,2004-03-12 01:35:27,1.0
1586,2706,2004-03-12 01:32:25,2.0
1586,2716,2004-03-12 00:03:11,4.0
1586,2762,2004-03-12 01:46:50,4.0
1586,2858,2004-03-12 00:00:48,4.0
1586,2959,2004-03-12 00:00:12,4.5
1586,2985,2004-03-12 00:02:48,3.5
1586,2997,2004-03-12 01:27:52,4.0
1586,3081,2004-03-12 01:14:18,2.5
1586,3113,2004-03-12 01:53:47,2.0
1586,3147,2004-03-12 00:03:28,4.0
1586,3275,2004-03-12 00:05:17,2.5
1586,3408,2004-03-12 00:04:07,3.0
1586,3444,2004-03-12 01:33:12,2.0
1586,3527,2004-03-12 00:02:56,2.0
1586,3578,2004-03-12 00:02:42,4.0
1586,3793,2004-03-12 01:32:44,4.0
1586,3996,2004-03-12 01:30:19,4.5
1586,4011,2004-03-12 01:46:41,4.0
1586,4027,2004-03-12 01:28:45,4.0
1586,4105,2004-03-12 01:32:37,3.0
1586,4226,2004-03-12 01:47:29,3.0
1586,4262,2004-03-12 00:03:07,1.5
1586,4306,2004-03-12 01:50:00,4.0
1586,4310,2004-03-12 01:13:35,2.0
1586,4351,2004-03-12 01:30:37,3.0
1586,4519,2004-03-12 01:37:30,2.5
1586,4963,2004-03-12 01:27:17,4.0
1586,4979,2004-03-12 01:14:07,4.0
1586,4993,2004-03-12 01:46:23,5.0
1586,5010,2004-03-12 01:29:36,3.0
1586,5254,2004-03-12 01:13:44,1.0
1586,5679,2004-03-12 01:35:05,3.0
1586,5816,2004-03-12 01:36:27,3.0
1586,5903,2004-03-12 01:31:08,3.0
1586,5952,2004-03-12 01:46:25,5.0
1586,5989,2004-03-12 01:46:38,3.0
1586,6365,2004-03-12 01:49:37,3.5
1586,6373,2004-03-12 01:33:33,3.0
1586,6378,2004-03-12 01:35:21,2.5
1586,6502,2004-03-12 01:47:14,4.0
1586,6539,2004-03-12 01:49:27,4.0
1586,6711,2004-03-12 01:48:50,4.0
1586,6787,2004-03-12 01:19:19,4.0
1586,6870,2004-03-12 00:05:21,4.0
1586,6874,2004-03-12 00:01:50,4.0
1586,6934,2004-03-12 01:31:15,3.0
1586,7143,2004-03-12 00:04:26,3.5
1586,7153,2004-03-12 00:01:05,5.0
1586,7361,2004-03-12 01:27:22,4.0
1586,7438,2004-03-12 00:01:52,4.0
1586,7458,2004-03-12 01:32:06,3.0
1586,7482,2004-03-12 01:31:50,4.0
1586,8361,2004-03-12 01:13:28,2.5
1586,8641,2004-03-12 01:48:54,3.0
1586,8644,2004-03-12 01:30:47,2.5
1586,8665,2004-03-12 01:29:07,4.5
1586,8783,2004-03-12 01:14:26,3.0
1586,8798,2004-03-12 00:04:56,4.0
1586,8874,2004-03-12 00:02:38,4.5
1586,8961,2004-03-12 01:49:59,4.0
1586,8984,2004-03-12 01:30:09,2.5
1586,27773,2004-03-12 00:02:23,4.0
1586,30707,2004-03-12 00:03:58,4.0
1586,33493,2004-03-12 01:49:36,2.0
1586,33679,2004-03-12 01:33:35,3.0
1586,33794,2004-03-12 01:27:48,3.5
1586,34048,2004-03-12 01:37:26,3.0
1586,35836,2004-03-12 01:47:37,3.5
1586,39183,2004-03-12 01:31:36,4.0
1586,40732,2004-03-12 01:45:17,4.0
1586,40815,2004-03-12 01:35:10,2.5
1586,44191,2004-03-12 00:02:25,3.0
1586,44199,2004-03-12 00:03:53,3.0
1586,45447,2004-03-12 01:34:09,2.5
1586,45499,2004-03-12 01:13:24,2.0
1586,45720,2004-03-12 01:32:17,3.0
1586,45722,2004-03-12 01:36:59,3.0
