pelicula,usuario,instante,voto
76493,1,2012-05-15 00:54:13,4.0
76493,2,2012-05-15 00:44:38,4.0
76493,6,2012-05-15 02:01:47,4.5
76493,12,2012-05-15 01:49:24,2.5
76493,18,2012-05-15 21:27:14,4.5
76493,19,2012-05-15 00:00:36,1.0
76493,21,2012-05-15 01:10:27,4.0
76493,26,2012-05-15 21:44:15,4.0
76493,29,2012-05-15 00:40:37,5.0
76493,32,2012-05-15 22:02:51,4.5
76493,39,2012-05-15 01:10:19,4.0
76493,44,2012-05-15 00:49:46,2.0
76493,47,2012-05-15 01:56:11,5.0
76493,50,2012-05-15 01:56:38,4.0
76493,70,2012-05-15 01:21:16,4.0
76493,81,2012-05-15 02:05:08,3.5
76493,110,2012-05-15 21:13:01,4.0
76493,141,2012-05-15 01:06:36,4.5
76493,151,2012-05-15 00:01:29,3.5
76493,153,2012-05-15 01:37:59,2.0
76493,160,2012-05-15 00:49:02,1.0
76493,163,2012-05-15 21:31:11,4.0
76493,168,2012-05-15 00:45:26,2.5
76493,170,2012-05-15 02:05:42,2.0
76493,173,2012-05-15 00:01:23,1.0
76493,180,2012-05-15 00:57:14,4.5
76493,186,2012-05-15 01:26:18,2.0
76493,188,2012-05-15 21:32:44,4.0
76493,198,2012-05-15 01:58:50,4.0
76493,208,2012-05-15 00:45:01,1.5
76493,222,2012-05-15 21:48:21,3.5
76493,223,2012-05-15 01:09:15,4.5
76493,224,2012-05-15 01:06:30,3.5
76493,231,2012-05-15 01:42:11,3.0
76493,234,2012-05-15 01:46:45,3.5
76493,235,2012-05-15 01:12:36,3.5
76493,252,2012-05-15 01:36:51,3.0
76493,253,2012-05-15 02:11:34,3.5
76493,260,2012-05-15 00:40:43,4.5
76493,266,2012-05-15 00:00:12,4.0
76493,290,2012-05-15 01:56:40,4.0
76493,296,2012-05-15 01:56:47,5.0
76493,316,2012-05-15 00:47:46,3.0
76493,318,2012-05-15 02:29:26,5.0
76493,327,2012-05-15 01:32:01,4.0
