pelicula,usuario,instante,voto
46889,39,1998-10-30 00:23:15,3.0
46889,110,1998-10-30 00:00:00,4.0
46889,180,1998-10-30 00:34:36,4.0
46889,246,1998-10-30 00:29:51,4.0
46889,260,1998-10-30 00:18:32,4.0
46889,457,1998-10-30 00:37:43,4.0
46889,524,1998-10-30 00:33:55,3.0
46889,661,1998-10-30 00:38:20,1.0
46889,700,1998-10-30 00:00:36,5.0
46889,720,1998-10-30 00:16:56,4.0
46889,745,1998-10-30 00:07:54,4.0
46889,747,1998-10-30 00:31:20,4.0
46889,858,1998-10-30 00:01:25,4.0
46889,919,1998-10-30 00:16:56,4.0
46889,923,1998-10-30 00:16:25,3.0
46889,1080,1998-10-30 00:17:53,5.0
46889,1125,1998-10-30 00:23:15,4.0
46889,1136,1998-10-30 00:16:56,5.0
46889,1148,1998-10-30 00:28:16,4.0
46889,1196,1998-10-30 00:07:54,4.0
46889,1221,1998-10-30 00:09:13,4.0
46889,1223,1998-10-30 00:21:25,4.0
46889,1225,1998-10-30 00:20:30,3.0
46889,1242,1998-10-30 00:22:21,5.0
46889,1256,1998-10-30 00:22:51,3.0
46889,1265,1998-10-30 00:22:06,5.0
46889,1278,1998-10-30 00:21:10,5.0
46889,1288,1998-10-30 00:19:31,5.0
46889,1476,1998-10-30 00:33:37,5.0
46889,1580,1998-10-30 00:37:43,3.0
46889,1640,1998-10-30 00:18:14,4.0
46889,1805,1998-10-30 00:37:43,5.0
46889,1923,1998-10-30 00:38:05,5.0
46889,1992,1998-10-30 00:01:00,3.0
46889,2101,1998-10-30 00:29:23,2.0
46889,2236,1998-10-30 00:35:14,4.0
46889,2321,1998-10-30 00:30:22,5.0
46889,2355,1998-10-30 00:36:34,5.0
46889,2392,1998-10-30 00:00:36,4.0
46889,2395,1998-10-30 00:33:14,4.0
46889,2571,1998-10-30 00:35:14,4.0
46889,2622,1998-10-30 00:39:00,5.0
46889,2702,1998-10-30 00:35:35,4.0
46889,2706,1998-10-30 00:39:00,5.0
46889,2762,1998-10-30 00:29:51,4.0
46889,2804,1998-10-30 00:19:11,5.0
46889,2858,1998-10-30 00:07:54,5.0
46889,2879,1998-10-30 00:30:22,4.0
46889,2918,1998-10-30 00:23:15,5.0
46889,2959,1998-10-30 00:35:35,5.0
46889,3052,1998-10-30 00:32:21,5.0
46889,3246,1998-10-30 00:30:45,4.0
46889,3421,1998-10-30 00:21:10,5.0
46889,3671,1998-10-30 00:09:13,5.0
46889,3754,1998-10-30 00:07:17,3.0
46889,3869,1998-10-30 00:32:53,4.0
9429,1,1998-10-01 00:11:09,4.5
9429,6,1998-10-03 20:32:09,4.5
9429,7,1998-10-01 00:00:26,3.5
9429,10,1998-10-01 00:05:39,3.0
9429,29,1998-10-03 20:34:57,4.5
9429,32,1998-10-01 00:11:39,4.0
9429,47,1998-10-03 20:27:37,4.0
9429,50,1998-10-01 00:11:47,4.0
9429,95,1998-10-01 00:05:35,2.5
9429,104,1998-10-01 00:08:00,4.0
9429,110,1998-10-01 00:11:01,4.0
9429,111,1998-10-03 20:33:13,4.0
9429,112,1998-10-01 00:01:45,2.5
9429,123,1998-10-01 00:08:35,4.5
9429,150,1998-10-01 00:10:53,4.0
9429,173,1998-10-01 00:01:20,3.0
9429,223,1998-10-03 20:33:19,4.0
9429,232,1998-10-03 20:39:24,4.5
9429,260,1998-10-01 00:10:59,4.0
9429,293,1998-10-03 20:25:56,4.5
9429,296,1998-10-01 00:10:25,4.0
9429,318,1998-10-01 00:10:45,4.5
9429,344,1998-10-01 00:12:18,3.5
9429,349,1998-10-01 00:12:03,4.0
9429,356,1998-10-01 00:10:29,5.0
9429,377,1998-10-01 00:11:44,3.5
9429,380,1998-10-01 00:05:28,3.5
9429,420,1998-10-01 00:00:03,3.0
9429,432,1998-10-01 00:00:52,2.0
9429,434,1998-10-01 00:05:25,2.5
9429,457,1998-10-01 00:10:41,4.0
9429,471,1998-10-03 20:40:19,4.5
9429,480,1998-10-01 00:10:32,4.0
9429,494,1998-10-01 00:00:15,2.0
9429,500,1998-10-01 00:05:22,3.5
9429,527,1998-10-01 00:11:19,4.5
9429,588,1998-10-01 00:11:35,4.0
9429,589,1998-10-01 00:11:04,3.5
9429,590,1998-10-01 00:05:20,4.5
9429,592,1998-10-01 00:05:17,4.0
9429,593,1998-10-01 00:10:27,4.0
9429,608,1998-10-01 00:11:41,4.0
9429,628,1998-10-03 20:41:08,4.5
9429,648,1998-10-01 00:12:10,3.5
9429,741,1998-10-01 00:13:50,4.0
9429,750,1998-10-03 20:29:46,3.5
9429,778,1998-10-03 20:32:28,4.5
9429,780,1998-10-01 00:11:12,3.0
9429,858,1998-10-03 20:27:15,5.0
9429,908,1998-10-01 00:01:02,4.5
9429,911,1998-10-03 20:31:35,4.0
9429,912,1998-10-03 20:31:16,4.5
9429,924,1998-10-03 20:39:56,4.5
9429,953,1998-10-01 00:07:34,4.0
9429,1035,1998-10-01 00:07:28,5.0
9429,1060,1998-10-03 20:37:39,4.5
9429,1193,1998-10-03 20:28:04,4.5
9429,1196,1998-10-03 20:26:26,4.0
9429,1197,1998-10-01 00:16:20,5.0
9429,1199,1998-10-03 20:40:42,4.5
9429,1206,1998-10-01 00:07:26,5.0
9429,1210,1998-10-01 00:11:28,4.0
9429,1213,1998-10-03 20:27:57,4.0
9429,1221,1998-10-03 20:27:26,4.5
9429,1222,1998-10-01 00:07:41,3.5
9429,1225,1998-10-03 20:30:59,5.0
9429,1242,1998-10-03 20:27:08,4.5
9429,1246,1998-10-03 20:34:54,4.5
9429,1247,1998-10-03 20:39:36,3.5
9429,1265,1998-10-03 20:33:45,4.0
9429,1266,1998-10-03 20:29:18,4.5
9429,1270,1998-10-03 20:29:57,4.0
9429,1293,1998-10-03 20:32:52,4.5
9429,1371,1998-10-01 00:07:10,3.5
9429,1485,1998-10-01 00:07:02,3.0
9429,1608,1998-10-01 00:07:00,3.5
9429,1617,1998-10-03 20:27:53,4.0
9429,1653,1998-10-01 00:00:56,4.5
9429,1673,1998-10-01 00:06:46,3.5
9429,1682,1998-10-03 20:32:39,3.5
9429,1704,1998-10-03 20:30:33,4.0
9429,1721,1998-10-01 00:05:16,3.5
9429,1722,1998-10-01 00:06:53,3.0
9429,1732,1998-10-03 20:40:21,4.0
9429,1748,1998-10-03 20:33:52,4.0
9429,1953,1998-10-03 20:38:13,4.0
9429,1960,1998-10-03 20:38:33,4.5
9429,1961,1998-10-03 20:32:54,4.0
9429,2011,1998-10-01 00:00:00,4.0
9429,2054,1998-10-01 00:01:24,2.5
9429,2071,1998-10-03 20:37:33,4.0
9429,2139,1998-10-03 20:35:24,4.5
9429,2278,1998-10-01 00:06:43,4.0
9429,2291,1998-10-03 20:40:52,4.0
9429,2324,1998-10-03 20:31:54,4.0
9429,2329,1998-10-03 20:26:01,4.0
9429,2336,1998-10-03 20:35:00,4.5
9429,2355,1998-10-01 00:06:31,4.0
9429,2395,1998-10-03 20:42:40,4.0
9429,2502,1998-10-03 20:29:53,4.5
9429,2542,1998-10-03 20:32:11,4.0
9429,2571,1998-10-01 00:05:13,4.0
9429,2640,1998-10-01 00:01:16,4.0
9429,2686,1998-10-03 20:38:23,5.0
9429,2692,1998-10-03 20:29:24,4.5
9429,2761,1998-10-03 20:28:51,3.5
9429,2762,1998-10-03 20:27:24,4.0
9429,2804,1998-10-01 00:06:26,4.0
9429,2810,1998-10-03 20:33:35,4.5
9429,2858,1998-10-03 20:28:10,4.0
9429,2890,1998-10-03 20:41:28,4.0
9429,2918,1998-10-03 20:30:01,4.0
9429,2924,1998-10-03 20:36:32,4.5
9429,2948,1998-10-03 20:37:48,3.5
9429,2959,1998-10-03 20:26:03,5.0
9429,2997,1998-10-01 00:06:17,3.5
9429,3000,1998-10-01 00:13:28,4.0
9429,3071,1998-10-03 20:41:46,4.0
9429,3160,1998-10-03 20:38:37,4.0
9429,3317,1998-10-03 20:38:01,3.0
9429,3448,1998-10-01 00:06:13,3.5
9429,3578,1998-10-01 00:06:05,4.0
9429,3897,1998-10-01 00:00:46,4.0
9429,3911,1998-10-03 20:39:14,4.0
9429,3949,1998-10-03 20:29:48,5.0
9429,3972,1998-10-03 20:33:54,4.5
9429,3996,1998-10-01 00:05:58,4.5
9429,4027,1998-10-03 20:35:05,4.0
9429,4034,1998-10-01 00:01:53,5.0
9429,4095,1998-10-03 20:39:31,4.5
9429,4103,1998-10-03 20:34:16,4.5
9429,4144,1998-10-01 00:08:37,5.0
9429,4226,1998-10-03 20:25:51,4.5
9429,4306,1998-10-03 20:33:57,4.5
9429,4438,1998-10-03 20:35:47,4.0
9429,4720,1998-10-03 20:36:27,4.0
9429,4846,1998-10-03 20:39:06,4.0
9429,4878,1998-10-01 00:05:56,4.5
9429,4886,1998-10-01 00:01:41,4.5
9429,4973,1998-10-01 00:13:26,5.0
9429,4993,1998-10-03 20:25:48,4.0
9429,4995,1998-10-03 20:37:43,4.0
9429,5377,1998-10-03 20:37:41,4.5
9429,5445,1998-10-01 00:01:33,3.5
9429,5617,1998-10-03 20:39:16,4.5
9429,5618,1998-10-01 00:13:17,4.5
9429,5690,1998-10-01 00:13:30,4.5
9429,5952,1998-10-03 20:26:05,4.0
9429,5954,1998-10-03 20:32:13,4.0
9429,5971,1998-10-01 00:13:37,4.5
9429,5989,1998-10-03 20:33:32,4.0
9429,5995,1998-10-03 20:29:14,4.0
9429,6016,1998-10-01 00:17:03,4.5
9429,6283,1998-10-03 20:30:55,3.0
