pelicula,usuario,instante,voto
80585,377,2013-03-15 02:39:32,3.5
80585,508,2013-03-15 02:46:51,5.0
80585,1911,2013-03-15 03:04:08,2.5
80585,1918,2013-03-15 02:52:25,2.5
80585,2002,2013-03-15 02:52:43,2.5
80585,2028,2013-03-15 02:43:02,5.0
80585,2054,2013-03-15 02:39:38,1.0
80585,2394,2013-03-15 03:07:01,3.5
80585,4973,2013-03-15 02:40:37,5.0
80585,5481,2013-03-15 02:47:43,4.0
80585,6281,2013-03-15 02:54:22,4.5
80585,6874,2013-03-15 02:45:18,5.0
80585,7293,2013-03-15 02:51:41,3.5
80585,8528,2013-03-15 02:51:23,3.5
80585,30793,2013-03-15 02:42:48,5.0
80585,45517,2013-03-15 02:49:30,3.5
80585,50872,2013-03-15 02:39:18,4.0
80585,60126,2013-03-15 03:00:44,5.0
80585,64614,2013-03-15 02:49:10,5.0
22794,8369,2013-03-18 04:12:30,3.0
22794,34048,2013-03-17 02:57:51,2.5
4442,76251,2013-03-30 01:38:58,5.0
1250,1200,2013-03-30 14:34:03,4.0
1250,1207,2013-03-19 18:16:53,4.0
1250,1214,2013-03-30 14:34:05,4.0
1250,1537,2013-03-19 18:17:00,4.0
1250,2858,2013-03-19 18:16:36,5.0
1250,3409,2013-03-30 14:44:40,3.0
1250,3480,2013-03-30 14:05:16,4.0
1250,6963,2013-03-30 02:25:50,3.5
1250,7153,2013-03-19 18:15:56,4.0
1250,7285,2013-03-30 01:59:58,4.0
1250,7361,2013-03-19 18:16:01,3.5
1250,8957,2013-03-30 14:38:13,4.0
1250,27838,2013-03-30 01:56:55,3.5
1250,33166,2013-03-19 18:20:55,3.0
1250,45506,2013-03-30 14:09:41,4.5
1250,48394,2013-03-19 18:16:41,5.0
1250,69481,2013-03-19 18:20:50,3.0
1250,71535,2013-03-30 14:34:09,4.0
1250,89759,2013-03-19 18:16:49,4.0
1250,106920,2013-03-19 18:16:14,4.0
1250,109487,2013-03-19 18:15:48,2.0
1250,112290,2013-03-19 18:16:10,3.5
1250,112556,2013-03-19 18:16:11,3.0
1250,115231,2013-03-19 18:15:40,4.5
1250,115569,2013-03-19 18:15:44,4.5
72559,1124,2013-03-26 00:00:00,4.0
72559,1221,2013-03-26 00:02:11,2.0
72559,1270,2013-03-26 00:01:12,4.0
72559,1387,2013-03-26 00:02:11,4.0
72559,2080,2013-03-26 00:02:11,4.0
72559,2640,2013-03-26 00:01:12,3.0
72559,2683,2013-03-26 00:01:12,2.0
72559,2782,2013-03-26 00:02:12,4.0
68728,6,2013-03-07 00:05:34,4.0
68728,10,2013-03-07 00:01:27,4.0
68728,19,2013-03-07 00:02:55,3.0
68728,20,2013-03-07 00:14:40,3.0
68728,23,2013-03-07 00:04:46,3.0
68728,32,2013-03-07 00:02:55,3.0
68728,39,2013-03-07 00:03:13,2.0
68728,44,2013-03-07 00:13:41,3.0
68728,47,2013-03-07 00:02:33,4.0
68728,50,2013-03-07 00:02:55,4.0
68728,69,2013-03-07 00:10:10,3.0
68728,70,2013-03-07 00:07:27,4.0
68728,95,2013-03-07 00:13:17,4.0
68728,104,2013-03-07 00:20:01,4.0
68728,110,2013-03-07 00:02:14,5.0
68728,112,2013-03-07 00:08:32,4.0
68728,150,2013-03-07 00:00:00,4.0
68728,153,2013-03-07 00:00:33,4.0
68728,161,2013-03-07 00:01:27,4.0
68728,163,2013-03-07 00:08:01,4.0
68728,165,2013-03-07 00:00:33,3.0
68728,168,2013-03-07 00:13:17,3.0
68728,173,2013-03-07 00:04:07,3.0
68728,174,2013-03-07 00:19:39,3.0
68728,185,2013-03-07 00:01:52,3.0
68728,188,2013-03-07 00:09:44,3.0
68728,198,2013-03-07 00:05:56,4.0
68728,204,2013-03-07 00:13:17,3.0
68728,208,2013-03-07 00:01:52,1.0
68728,216,2013-03-07 00:18:40,4.0
68728,223,2013-03-07 00:05:56,5.0
68728,225,2013-03-07 00:02:33,3.0
68728,231,2013-03-07 00:00:55,3.0
68728,248,2013-03-07 00:19:03,3.0
68728,253,2013-03-07 00:01:52,3.0
68728,255,2013-03-07 00:21:41,3.0
68728,288,2013-03-07 00:02:14,4.0
68728,292,2013-03-07 00:01:27,4.0
68728,293,2013-03-07 00:05:34,3.0
68728,296,2013-03-07 00:00:00,5.0
68728,315,2013-03-07 00:04:07,3.0
68728,316,2013-03-07 00:00:55,4.0
68728,318,2013-03-07 00:00:55,5.0
68728,327,2013-03-07 00:14:03,4.0
68728,329,2013-03-07 00:00:55,4.0
68728,333,2013-03-07 00:17:20,4.0
68728,344,2013-03-07 00:00:33,4.0
68728,349,2013-03-07 00:00:33,4.0
68728,353,2013-03-07 00:06:18,5.0
68728,356,2013-03-07 00:07:03,4.0
68728,370,2013-03-07 00:19:02,3.0
68728,377,2013-03-07 00:07:03,3.0
68728,380,2013-03-07 00:00:00,4.0
68728,405,2013-03-07 00:15:19,4.0
68728,413,2013-03-07 00:18:19,3.0
68728,419,2013-03-07 00:22:21,3.0
68728,420,2013-03-07 00:02:55,3.0
68728,431,2013-03-07 00:08:01,3.0
68728,432,2013-03-07 00:04:07,3.0
68728,434,2013-03-07 00:01:27,3.0
68728,435,2013-03-07 00:04:07,3.0
68728,437,2013-03-07 00:19:39,4.0
68728,442,2013-03-07 00:13:41,3.0
68728,454,2013-03-07 00:03:13,3.0
68728,457,2013-03-07 00:01:52,4.0
68728,464,2013-03-07 00:15:03,3.0
68728,466,2013-03-07 00:19:18,3.0
68728,474,2013-03-07 00:06:38,3.0
68728,480,2013-03-07 00:07:27,4.0
68728,482,2013-03-07 00:07:03,3.0
68728,485,2013-03-07 00:14:17,3.0
68728,500,2013-03-07 00:17:41,3.0
68728,514,2013-03-07 00:10:32,4.0
68728,527,2013-03-07 00:06:18,5.0
68728,543,2013-03-07 00:21:41,3.0
68728,552,2013-03-07 00:18:40,3.0
68728,553,2013-03-07 00:09:02,4.0
68728,586,2013-03-07 00:18:03,3.0
68728,588,2013-03-07 00:00:33,3.0
68728,589,2013-03-07 00:05:34,4.0
68728,590,2013-03-07 00:00:00,4.0
68728,592,2013-03-07 00:00:00,3.0
68728,593,2013-03-07 00:01:52,4.0
68728,610,2013-03-07 00:09:02,3.0
68728,648,2013-03-07 00:08:32,3.0
68728,733,2013-03-07 00:05:34,4.0
109491,27,2013-03-15 08:29:20,4.0
109491,57,2013-03-15 08:11:05,3.0
109491,69,2013-03-15 09:10:15,3.0
109491,70,2013-03-15 08:23:22,4.0
109491,107,2013-03-15 08:18:29,3.0
109491,110,2013-03-15 08:20:40,4.0
109491,158,2013-03-15 09:19:22,3.0
109491,166,2013-03-15 08:49:27,3.5
109491,239,2013-03-15 09:34:24,2.0
109491,247,2013-03-15 08:25:24,4.0
109491,250,2013-03-15 09:02:35,3.0
109491,274,2013-03-15 09:06:21,3.0
109491,352,2013-03-15 08:42:10,3.5
109491,355,2013-03-15 09:04:59,3.0
109491,356,2013-03-15 08:09:22,4.5
109491,374,2013-03-15 08:31:52,3.0
109491,532,2013-03-15 08:12:14,4.0
109491,575,2013-03-15 09:23:51,2.5
109491,585,2013-03-15 08:14:53,3.5
109491,594,2013-03-15 09:22:03,2.5
109491,600,2013-03-15 08:52:11,3.5
109491,700,2013-03-15 08:37:29,3.5
109491,724,2013-03-15 08:39:12,3.5
109491,745,2013-03-15 08:20:14,4.0
109491,801,2013-03-15 08:32:51,3.5
109491,818,2013-03-15 08:14:51,4.0
109491,828,2013-03-15 09:08:21,3.0
109491,835,2013-03-15 09:20:10,3.0
109491,840,2013-03-15 08:46:44,3.5
109491,866,2013-03-15 00:40:51,3.0
109491,914,2013-03-15 01:15:32,3.5
109491,1012,2013-03-15 08:36:04,3.5
109491,1015,2013-03-15 08:30:22,3.5
109491,1025,2013-03-15 09:14:33,3.0
109491,1034,2013-03-15 08:03:30,5.0
109491,1043,2013-03-15 08:11:15,3.0
109491,1073,2013-03-15 08:54:45,4.0
109491,1175,2013-03-15 00:48:05,4.0
109491,1191,2013-03-15 08:41:48,3.5
109491,1196,2013-03-15 08:55:34,3.0
109491,1200,2013-03-15 08:33:47,3.5
109491,1249,2013-03-15 08:09:05,4.5
109491,1271,2013-03-07 23:18:24,3.5
109491,1343,2013-03-15 09:04:50,3.0
109491,1347,2013-03-15 01:04:31,4.0
109491,1359,2013-03-15 09:20:53,2.5
109491,1380,2013-03-15 09:13:52,3.0
109491,1399,2013-03-15 09:00:59,3.0
109491,1442,2013-03-15 00:58:52,3.0
109491,1457,2013-03-15 08:47:22,3.5
109491,1490,2013-03-15 08:57:51,3.0
109491,1569,2013-03-15 09:22:51,2.5
109491,1588,2013-03-15 08:47:13,4.0
109491,1592,2013-03-15 08:42:19,3.5
109491,1620,2013-03-15 09:05:13,3.0
109491,1644,2013-03-15 08:35:44,3.5
109491,1676,2013-03-15 09:42:03,1.0
109491,1688,2013-03-15 08:35:56,3.5
109491,1690,2013-03-15 08:33:45,3.5
109491,1717,2013-03-15 09:23:02,3.0
109491,1721,2013-03-15 09:25:22,3.0
109491,1798,2013-03-15 09:26:32,2.5
109491,1883,2013-03-15 09:32:15,2.0
109491,1892,2013-03-15 09:14:12,3.0
109491,1895,2013-03-15 08:53:19,3.5
109491,1897,2013-03-15 10:25:39,0.5
109491,1909,2013-03-15 08:59:40,3.0
109491,1917,2013-03-07 23:34:58,1.5
109491,2014,2013-03-15 08:28:38,4.0
109491,2018,2013-03-15 08:45:14,3.5
109491,2036,2013-03-15 08:33:04,3.5
109491,2048,2013-03-15 08:19:39,4.0
109491,2054,2013-03-15 08:22:25,4.0
109491,2059,2013-03-15 08:12:41,4.0
109491,2076,2013-03-15 08:03:56,5.0
109491,2081,2013-03-15 08:25:05,4.0
109491,2083,2013-03-15 08:18:39,4.0
109491,2106,2013-03-15 08:26:31,4.0
109491,2114,2013-03-15 08:09:58,4.0
109491,2141,2013-03-15 00:57:19,3.5
109491,2142,2013-03-15 00:57:21,3.0
109491,2188,2013-03-15 08:16:18,3.5
109491,2273,2013-03-15 08:41:59,3.5
109491,2316,2013-03-15 00:47:27,3.5
109491,2335,2013-03-15 09:29:13,2.0
109491,2338,2013-03-15 08:35:41,2.0
109491,2443,2013-03-15 09:29:54,2.0
109491,2467,2013-03-15 09:00:04,3.0
109491,2491,2013-03-15 09:18:34,3.0
109491,2504,2013-03-15 08:56:30,3.0
109491,2541,2013-03-15 08:07:48,4.5
109491,2555,2013-03-15 09:27:59,2.0
109491,2559,2013-03-15 09:09:45,3.0
109491,2566,2013-03-15 09:02:10,3.0
109491,2567,2013-03-15 09:26:57,2.5
109491,2572,2013-03-15 09:05:34,3.0
109491,2598,2013-03-15 08:30:39,3.5
109491,2599,2013-03-15 08:17:34,4.0
109491,2628,2013-03-15 08:55:29,3.0
109491,2706,2013-03-15 08:50:09,4.0
109491,2709,2013-03-15 08:18:27,3.0
109491,2710,2013-03-15 09:39:48,1.5
109491,2720,2013-03-15 09:34:18,2.0
109491,2763,2013-03-15 09:15:23,3.0
109491,2804,2013-03-15 08:50:53,3.5
109491,2846,2013-03-15 08:27:30,3.5
109491,2881,2013-03-15 09:33:21,2.0
109491,2888,2013-03-15 09:36:45,1.5
109491,2907,2013-03-15 08:40:43,3.5
109491,2908,2013-03-15 08:21:30,4.0
109491,2959,2013-03-15 08:07:28,4.5
109491,3033,2013-03-15 09:43:31,1.5
109491,3249,2013-03-15 08:32:25,3.0
109491,3264,2013-03-15 09:17:53,3.5
109491,3396,2013-03-15 08:18:37,4.0
109491,3397,2013-03-15 08:18:24,4.0
109491,3398,2013-03-15 08:18:21,4.0
109491,3409,2013-03-15 08:51:03,3.5
109491,3438,2013-03-15 08:51:26,3.5
109491,3439,2013-03-15 08:51:29,3.5
109491,3489,2013-03-15 08:36:13,3.5
109491,3578,2013-03-15 08:19:20,4.0
109491,3668,2013-03-15 08:10:15,3.5
109491,3688,2013-03-15 09:05:24,3.0
109491,3717,2013-03-15 09:39:14,1.5
109491,3744,2013-03-15 09:42:56,1.0
109491,3753,2013-03-07 23:45:12,4.0
109491,3754,2013-03-15 09:33:00,2.0
109491,3797,2013-03-15 09:38:57,1.0
109491,3821,2013-03-15 09:04:37,3.0
109491,3825,2013-03-15 09:30:32,2.0
109491,3882,2013-03-15 08:39:05,3.5
109491,3911,2013-03-15 08:56:49,3.0
109491,3914,2013-03-15 09:15:39,3.0
109491,3916,2013-03-15 08:34:29,3.5
109491,3949,2013-03-15 08:04:45,4.5
109491,3977,2013-03-15 09:11:45,3.5
109491,3979,2013-03-15 09:43:50,1.0
109491,3991,2013-03-15 09:24:16,2.5
109491,3992,2013-03-07 23:22:58,4.0
109491,4002,2013-03-15 08:38:12,3.5
109491,4018,2013-03-15 09:24:53,2.5
109491,4054,2013-03-15 09:15:11,3.0
109491,4068,2013-03-15 08:29:47,4.0
109491,4069,2013-03-15 09:32:24,2.0
109491,4073,2013-03-15 09:27:28,2.5
109491,4090,2013-03-15 08:24:22,4.0
109491,4146,2013-03-15 01:19:18,3.5
109491,4148,2013-03-15 08:42:45,3.5
109491,4149,2013-03-15 09:24:29,2.5
109491,4205,2013-03-31 19:30:57,3.0
109491,4248,2013-03-15 08:36:37,3.5
109491,4270,2013-03-15 09:22:24,2.0
109491,4306,2013-03-15 08:11:49,4.0
109491,4308,2013-03-15 08:52:33,3.5
109491,4310,2013-03-15 09:27:20,2.5
109491,4345,2013-03-15 08:24:30,4.0
109491,4357,2013-03-15 08:46:22,3.5
109491,4369,2013-03-15 08:49:54,3.5
109491,4372,2013-03-15 09:03:18,3.0
109491,4373,2013-03-15 08:55:11,3.0
109491,4386,2013-03-15 09:42:43,1.0
109491,4519,2013-03-15 08:26:14,4.0
109491,4701,2013-03-07 23:24:28,3.5
