pelicula,usuario,instante,voto
12610,47,2001-08-07 00:36:49,4.0
12610,50,2001-08-07 00:30:33,3.5
12610,111,2001-08-07 00:42:21,5.0
12610,260,2001-08-07 00:37:48,3.5
12610,293,2001-08-16 00:43:42,4.0
12610,296,2001-08-07 00:14:18,5.0
12610,318,2001-08-07 00:30:20,4.5
12610,356,2001-08-07 00:29:59,4.0
12610,541,2001-08-07 00:42:03,4.0
12610,750,2001-08-07 00:28:11,5.0
12610,765,2001-08-07 00:00:00,1.5
12610,778,2001-08-07 00:44:55,4.0
12610,858,2001-08-07 00:27:44,4.0
12610,1080,2001-08-07 00:45:57,3.5
12610,1089,2001-08-07 00:27:06,4.5
12610,1136,2001-08-07 00:45:49,3.0
12610,1178,2001-08-07 00:28:24,3.5
12610,1196,2001-08-07 00:37:38,3.5
12610,1198,2001-08-07 00:38:10,3.0
12610,1206,2001-08-07 00:43:35,4.0
12610,1208,2001-08-07 00:42:13,4.5
12610,1210,2001-08-07 00:37:58,3.5
12610,1213,2001-08-07 00:27:17,5.0
12610,1222,2001-08-07 00:43:43,3.5
12610,1228,2001-08-07 00:42:30,3.5
12610,1252,2001-08-07 00:27:58,4.5
12610,1291,2001-08-07 00:38:21,3.5
12610,1464,2001-08-16 00:46:39,3.0
12610,1681,2001-08-07 00:02:54,0.5
12610,2042,2001-08-07 00:02:18,3.0
12610,2076,2001-08-16 00:46:59,4.0
12610,2082,2001-08-07 00:00:30,3.5
12610,2296,2001-08-07 00:02:50,3.0
12610,2329,2001-08-07 00:30:53,4.0
12610,2429,2001-08-07 00:03:58,0.5
12610,2571,2001-08-07 00:39:02,4.5
12610,2706,2001-08-16 00:44:54,2.5
12610,2713,2001-08-07 00:00:55,1.0
12610,2959,2001-08-07 00:31:00,5.0
12610,3147,2001-08-07 00:30:13,4.0
12610,3578,2001-08-16 00:44:50,3.5
12610,3683,2001-08-07 00:00:13,4.0
12610,3949,2001-08-07 00:46:19,4.0
12610,4226,2001-08-07 00:30:43,4.0
12610,4326,2001-08-07 00:01:05,3.0
12610,4848,2001-08-16 00:46:49,4.0
12610,4973,2001-08-16 00:43:57,4.0
12610,4993,2001-08-07 00:38:52,4.0
12610,5501,2001-08-07 00:07:30,0.5
12610,5952,2001-08-07 00:38:43,4.0
12610,6016,2001-08-07 00:27:26,4.0
12610,6502,2001-08-16 00:45:57,3.5
12610,7153,2001-08-07 00:38:32,4.0
12610,7361,2001-08-16 00:44:07,3.0
12610,8874,2001-08-07 00:45:38,3.5
12610,27773,2001-08-07 00:45:05,4.0
12610,31410,2001-08-07 00:41:33,3.5
12610,32587,2001-08-16 00:43:30,3.5
12610,33162,2001-08-07 00:03:07,1.0
12610,39446,2001-08-07 00:03:29,2.5
12610,47200,2001-08-07 00:05:24,2.5
12610,48516,2001-08-07 00:37:02,4.0
12610,49272,2001-08-16 00:45:02,2.5
12610,51255,2001-08-07 00:45:29,3.5
12610,53993,2001-08-07 00:06:30,1.5
12610,55820,2001-08-07 00:43:52,4.5
12610,58559,2001-08-07 00:37:14,4.0
12610,62374,2001-08-07 23:29:28,2.5
12610,62434,2001-08-07 00:08:23,3.5
12610,63062,2001-08-07 00:29:21,3.0
