pelicula,usuario,instante,voto
11975,926,2002-08-23 20:00:58,3.5
11975,1310,2002-08-25 13:15:55,4.5
11975,1653,2002-08-23 19:56:10,3.0
11975,2357,2002-08-25 13:15:04,3.5
11975,3079,2002-08-23 19:57:55,3.5
11975,3598,2002-08-25 13:10:07,3.0
11975,3967,2002-08-23 20:07:19,3.5
11975,4722,2002-08-23 20:22:03,3.5
11975,5379,2002-08-23 20:11:01,3.5
11975,5632,2002-08-23 20:11:05,3.0
11975,5679,2002-08-23 20:08:30,2.5
11975,5810,2002-08-23 20:23:57,2.5
11975,6341,2002-08-23 20:15:57,3.5
11975,6538,2002-08-23 20:17:41,3.0
11975,6591,2002-08-23 20:11:34,3.0
11975,6770,2002-08-23 20:11:38,4.0
11975,6780,2002-08-25 13:15:11,2.5
11975,6787,2002-08-23 20:00:24,3.0
11975,6953,2002-08-23 20:07:30,2.5
11975,7094,2002-08-23 20:18:48,2.0
11975,7151,2002-08-23 20:16:59,3.0
11975,7364,2002-08-23 20:14:20,2.5
11975,8014,2002-08-23 20:09:31,2.0
11975,8368,2002-08-23 19:52:25,3.0
11975,8874,2002-08-23 20:06:54,4.0
11975,8972,2002-08-23 20:20:38,1.5
11975,8981,2002-08-23 20:16:54,2.5
11975,27808,2002-08-23 20:18:02,3.0
11975,33154,2002-08-23 20:10:02,3.5
11975,33162,2002-08-23 20:18:24,2.0
11975,33669,2002-08-23 20:21:03,3.0
11975,33880,2002-08-23 20:07:32,2.5
11975,34072,2002-08-23 20:06:47,3.5
11975,38798,2002-08-23 20:08:22,3.5
11975,39414,2002-08-23 20:23:18,3.0
11975,39444,2002-08-23 20:23:08,3.0
11975,41527,2002-08-23 20:09:52,3.0
11975,42018,2002-08-23 20:15:28,3.0
11975,43333,2002-08-23 20:09:06,4.5
11975,43376,2002-08-23 20:08:41,3.0
11975,43460,2002-08-23 20:07:49,3.5
11975,44199,2002-08-23 20:07:05,4.0
11975,44204,2002-08-23 20:05:39,2.5
11975,45517,2002-08-23 20:16:48,3.0
11975,45720,2002-08-23 20:23:40,3.0
11975,45728,2002-08-23 20:15:11,3.5
11975,46559,2002-08-23 20:11:50,3.0
11975,46578,2002-08-23 20:05:06,4.5
11975,46723,2002-08-23 20:07:15,3.0
11975,46976,2002-08-23 20:04:49,4.5
11975,47610,2002-08-23 20:13:51,3.0
11975,47894,2002-08-23 19:49:58,3.0
11975,48082,2002-08-23 20:15:01,4.0
11975,48326,2002-08-23 20:24:21,2.5
11975,48385,2002-08-23 20:16:38,3.0
11975,48516,2002-08-23 20:01:39,3.0
11975,48774,2002-08-23 20:06:10,5.0
11975,49530,2002-08-23 20:10:17,2.5
11975,49961,2002-08-23 20:10:25,3.0
11975,51084,2002-08-23 20:16:31,4.0
11975,52973,2002-08-23 19:48:52,4.0
11975,54272,2002-08-23 19:49:28,3.0
10312,80489,2002-08-27 07:11:16,4.0
9266,6,2002-08-08 00:04:09,1.0
9266,17,2002-08-08 00:00:00,5.0
9266,25,2002-08-08 00:00:01,2.0
9266,95,2002-08-08 00:00:00,1.0
9266,141,2002-08-08 00:00:00,3.0
9266,494,2002-08-08 00:00:31,3.0
9266,608,2002-08-08 00:00:31,2.0
9266,648,2002-08-08 00:00:00,2.0
9266,733,2002-08-08 00:00:31,5.0
9266,780,2002-08-08 00:00:00,3.0
9266,786,2002-08-08 00:01:00,4.0
9266,802,2002-08-08 00:02:38,3.0
9266,805,2002-08-08 00:02:38,4.0
9266,832,2002-08-08 00:02:13,4.0
9837,121231,2002-08-03 03:53:06,4.0
9837,134130,2002-08-06 20:34:03,3.5
10637,30793,2002-08-03 06:04:09,4.0
10637,34143,2002-08-01 01:44:10,3.0
10637,34150,2002-08-23 03:17:53,4.0
10637,34162,2002-08-24 03:02:21,3.5
12100,1201,2002-08-14 22:21:30,3.5
12100,1222,2002-08-14 22:20:37,3.5
9573,1,2002-08-04 00:12:23,4.0
9573,29,2002-08-05 00:48:42,5.0
9573,74,2002-08-05 00:54:39,4.0
