pelicula,usuario,instante,voto
10330,260,2003-08-03 00:00:32,5.0
10330,1025,2003-08-03 00:00:51,2.0
10330,1097,2003-08-03 00:00:00,4.0
10330,1221,2003-08-03 00:01:06,5.0
10330,1259,2003-08-03 00:00:51,4.0
10330,1721,2003-08-03 00:01:20,4.0
10330,2359,2003-08-03 00:00:32,3.0
10330,2642,2003-08-03 00:01:06,2.0
10330,2710,2003-08-03 00:00:51,3.0
10330,3286,2003-08-03 00:01:20,1.0
14926,356,2003-08-15 00:00:37,2.0
14926,527,2003-08-15 00:00:00,3.0
14926,593,2003-08-15 00:03:10,1.0
14926,858,2003-08-15 00:02:31,5.0
14926,902,2003-08-15 00:01:46,2.0
14926,1197,2003-08-15 00:02:48,4.0
14926,1897,2003-08-15 00:01:26,5.0
14926,1961,2003-08-15 00:00:25,4.0
14926,2747,2003-08-15 00:03:10,1.0
14926,5225,2003-08-15 00:00:25,4.0
9837,3020,2003-08-31 23:24:15,0.5
9837,135143,2003-08-21 03:24:57,4.0
10637,44191,2003-08-29 07:53:47,4.0
10637,45730,2003-08-09 08:27:33,4.0
10637,46974,2003-08-29 07:53:07,4.0
32316,1,2003-08-22 00:10:06,4.5
32316,11,2003-08-22 00:00:36,4.5
32316,25,2003-08-22 00:23:34,4.5
32316,39,2003-08-22 00:20:57,3.5
32316,62,2003-08-22 00:00:16,3.0
32316,175,2003-08-22 00:46:54,5.0
32316,223,2003-08-22 00:00:04,4.0
32316,266,2003-08-22 00:02:59,3.5
32316,318,2003-08-22 00:11:27,5.0
32316,350,2003-08-22 00:02:35,3.5
32316,356,2003-08-22 00:11:04,5.0
32316,364,2003-08-22 00:18:28,5.0
32316,377,2003-08-22 00:11:39,3.5
32316,441,2003-08-22 00:46:10,4.0
32316,500,2003-08-22 00:17:58,3.0
32316,508,2003-08-22 00:01:34,3.5
32316,509,2003-08-22 00:01:40,3.0
32316,587,2003-08-22 00:18:01,2.5
32316,588,2003-08-22 00:15:26,3.5
32316,594,2003-08-22 00:03:04,4.5
32316,595,2003-08-22 00:14:59,3.0
32316,597,2003-08-22 00:20:55,3.5
32316,708,2003-08-22 00:03:07,4.0
32316,778,2003-08-22 00:39:07,2.0
32316,781,2003-08-22 00:41:39,1.0
32316,910,2003-08-22 00:48:42,4.0
32316,919,2003-08-22 00:00:24,5.0
32316,971,2003-08-22 00:50:10,4.5
32316,1073,2003-08-22 00:18:18,4.0
32316,1136,2003-08-22 00:18:04,5.0
32316,1197,2003-08-22 00:19:43,3.5
32316,1225,2003-08-22 00:02:15,5.0
32316,1235,2003-08-22 00:50:33,5.0
32316,1265,2003-08-22 00:15:07,2.0
32316,1307,2003-08-22 00:00:55,4.5
32316,1354,2003-08-22 00:38:18,4.0
32316,1393,2003-08-22 00:21:00,3.5
32316,1517,2003-08-22 00:01:20,5.0
32316,1673,2003-08-22 00:46:08,5.0
32316,1682,2003-08-22 00:22:46,4.0
32316,1721,2003-08-22 00:10:02,3.5
32316,1784,2003-08-22 00:19:38,3.0
32316,1917,2003-08-22 00:02:24,0.5
32316,1923,2003-08-22 00:00:54,4.0
32316,1961,2003-08-22 00:00:21,4.0
32316,1968,2003-08-22 00:15:20,5.0
32316,2396,2003-08-22 00:10:34,3.5
32316,2683,2003-08-22 00:00:44,5.0
32316,2706,2003-08-22 00:15:17,3.0
32316,2762,2003-08-22 00:19:49,3.5
32316,2797,2003-08-22 00:22:40,3.5
32316,2858,2003-08-22 00:18:26,4.5
32316,2908,2003-08-22 00:38:01,4.0
32316,2959,2003-08-22 00:10:55,3.5
32316,2997,2003-08-22 00:00:00,4.0
32316,3060,2003-08-22 00:50:53,4.0
32316,3210,2003-08-22 00:39:18,4.5
32316,3408,2003-08-22 00:19:46,3.0
32316,3421,2003-08-22 00:38:59,5.0
32316,3481,2003-08-22 00:20:51,4.0
32316,3897,2003-08-22 00:37:46,4.0
32316,3948,2003-08-22 00:22:44,2.0
32316,3949,2003-08-22 00:37:55,5.0
32316,3993,2003-08-22 00:39:34,3.5
32316,3996,2003-08-22 00:00:46,4.5
32316,4022,2003-08-22 00:18:31,4.5
32316,4027,2003-08-22 00:12:09,2.5
32316,4034,2003-08-22 00:15:02,4.0
32316,4306,2003-08-22 00:11:09,4.5
32316,4848,2003-08-22 00:39:49,3.5
32316,4873,2003-08-22 00:46:14,5.0
32316,4995,2003-08-22 00:11:22,4.0
32316,5364,2003-08-22 00:41:25,2.5
32316,5477,2003-08-22 00:38:20,4.5
32316,5577,2003-08-22 00:38:13,1.5
32316,5617,2003-08-22 00:39:09,2.0
32316,5669,2003-08-22 00:22:51,4.5
32316,5791,2003-08-22 00:39:16,4.0
32316,5902,2003-08-22 00:39:01,1.5
32316,5989,2003-08-22 00:11:19,4.5
32316,6377,2003-08-22 00:15:24,4.0
32316,6711,2003-08-22 00:10:32,5.0
32316,6874,2003-08-22 00:10:41,4.5
32316,6898,2003-08-22 00:46:45,3.0
32316,6942,2003-08-22 00:37:53,4.0
32316,7285,2003-08-22 00:46:51,5.0
32316,7361,2003-08-22 00:10:09,5.0
32316,7438,2003-08-22 00:10:44,4.5
32316,8360,2003-08-22 00:09:58,4.5
32316,8622,2003-08-22 00:23:49,3.5
32316,8645,2003-08-22 00:46:02,4.0
32316,8961,2003-08-22 00:10:27,3.5
32316,26084,2003-08-22 00:51:41,3.5
32316,30749,2003-08-22 00:48:55,2.5
32316,35836,2003-08-22 00:39:12,3.0
6466,519,2003-08-15 03:39:50,2.5
6466,521,2003-08-15 00:10:49,4.0
6466,1320,2003-08-15 03:37:18,3.0
6466,3409,2003-08-15 03:40:02,3.0
6466,3452,2003-08-15 00:00:00,4.0
6466,3978,2003-08-15 00:01:43,3.0
6466,4019,2003-08-15 03:39:21,4.0
6466,5507,2003-08-15 03:40:46,3.5
6466,6534,2003-08-15 03:40:26,3.0
26602,225,2003-08-13 22:03:07,2.5
26602,920,2003-08-22 02:36:00,4.5
26602,1260,2003-08-22 02:35:14,4.5
26602,4874,2003-08-13 21:53:21,3.0
26602,5152,2003-08-22 02:39:24,5.0
26602,8131,2003-08-22 02:55:15,4.0
26602,8492,2003-08-13 22:17:00,4.0
26602,52975,2003-08-22 02:58:10,4.0
26602,72294,2003-08-13 22:16:52,4.5
26602,87921,2003-08-20 00:59:21,1.5
26602,94967,2003-08-13 22:15:24,2.5
26602,100322,2003-08-13 22:25:47,3.5
26602,101525,2003-08-13 22:10:47,4.0
26602,102125,2003-08-13 22:09:11,4.0
26602,102194,2003-08-13 22:08:26,4.5
26602,102445,2003-08-13 22:03:42,4.5
26602,103141,2003-08-22 02:30:50,3.5
26602,104211,2003-08-22 02:29:51,4.0
26602,104908,2003-08-13 22:15:57,3.5
26748,122886,2003-08-25 22:48:32,4.5
26748,127140,2003-08-25 22:48:52,4.0
2055,50,2003-08-29 00:00:00,5.0
2055,296,2003-08-29 00:02:38,5.0
2055,318,2003-08-29 00:00:08,4.0
2055,527,2003-08-29 00:00:18,3.5
2055,593,2003-08-29 00:03:11,4.0
2055,750,2003-08-29 00:02:55,5.0
2055,1193,2003-08-29 00:03:02,4.5
2055,1201,2003-08-29 00:02:47,5.0
2055,2019,2003-08-29 00:02:45,5.0
2055,2329,2003-08-29 00:02:50,5.0
2055,2858,2003-08-29 00:02:53,5.0
2055,2959,2003-08-29 00:02:35,5.0
2055,6016,2003-08-29 00:00:22,5.0
2055,82459,2003-08-29 00:00:52,3.5
2055,106920,2003-08-29 00:00:31,4.0
2055,148626,2003-08-29 00:00:59,5.0
47288,103372,2003-08-11 00:07:59,3.0
9257,50,2003-08-08 00:07:31,5.0
9257,110,2003-08-09 00:34:01,4.0
9257,145,2003-08-08 00:00:29,3.5
9257,168,2003-08-08 00:00:00,2.0
9257,260,2003-08-08 00:04:54,5.0
9257,296,2003-08-08 00:13:31,5.0
9257,315,2003-08-08 00:00:10,0.5
9257,318,2003-08-08 00:08:00,5.0
9257,342,2003-08-08 00:00:03,5.0
9257,345,2003-08-08 00:00:27,4.0
9257,485,2003-08-08 00:00:02,4.0
9257,541,2003-08-08 00:10:55,5.0
9257,589,2003-08-09 00:34:09,4.5
9257,593,2003-08-08 00:10:37,5.0
9257,750,2003-08-08 00:09:52,4.5
9257,858,2003-08-08 00:04:33,5.0
9257,903,2003-08-08 00:00:19,5.0
9257,904,2003-08-08 00:07:28,5.0
9257,908,2003-08-08 00:07:58,4.5
9257,910,2003-08-08 00:00:59,4.5
9257,912,2003-08-08 00:08:05,4.0
9257,913,2003-08-08 00:00:38,5.0
9257,923,2003-08-08 00:06:02,5.0
9257,968,2003-08-08 00:07:06,5.0
9257,1136,2003-08-08 00:10:25,5.0
9257,1178,2003-08-08 00:09:19,5.0
9257,1193,2003-08-08 00:09:17,5.0
9257,1196,2003-08-08 00:05:07,5.0
9257,1197,2003-08-09 00:33:53,4.0
9257,1198,2003-08-08 00:07:19,5.0
9257,1200,2003-08-08 00:12:15,5.0
9257,1201,2003-08-08 00:09:54,4.0
9257,1204,2003-08-08 00:11:36,5.0
9257,1208,2003-08-08 00:05:37,5.0
9257,1209,2003-08-08 00:13:26,4.5
9257,1210,2003-08-08 00:05:09,4.0
9257,1212,2003-08-08 00:13:55,5.0
9257,1213,2003-08-08 00:09:14,5.0
9257,1214,2003-08-08 00:12:13,5.0
9257,1219,2003-08-08 00:08:43,4.5
9257,1221,2003-08-08 00:04:36,5.0
9257,1222,2003-08-08 00:14:41,4.5
9257,1225,2003-08-08 00:14:14,4.0
9257,1250,2003-08-08 00:09:07,4.5
9257,1252,2003-08-08 00:11:02,4.5
9257,1253,2003-08-08 00:12:47,5.0
9257,1262,2003-08-08 00:07:55,5.0
9257,1267,2003-08-08 00:10:05,4.0
9257,1276,2003-08-08 00:14:24,4.0
9257,1282,2003-08-08 00:00:34,4.5
9257,1291,2003-08-08 00:11:25,4.5
9257,1301,2003-08-09 00:32:00,5.0
9257,1304,2003-08-08 00:14:21,4.5
9257,1333,2003-08-08 00:00:50,5.0
9257,1372,2003-08-08 00:00:41,4.5
9257,1376,2003-08-08 00:00:15,3.0
9257,1617,2003-08-08 00:09:59,4.5
9257,1674,2003-08-08 00:00:43,3.0
9257,1876,2003-08-08 00:00:33,2.0
9257,1945,2003-08-08 00:11:45,4.0
9257,2023,2003-08-08 00:00:54,1.0
9257,2186,2003-08-08 00:10:40,4.0
9257,2194,2003-08-09 00:34:03,4.5
9257,2424,2003-08-08 00:01:03,4.0
