pelicula,usuario,instante,voto
9506,1,2003-04-11 00:25:10,4.0
9506,5,2003-04-11 00:07:52,3.0
9506,17,2003-04-11 00:12:52,3.5
9506,36,2003-04-11 00:13:44,5.0
9506,150,2003-04-11 00:48:31,4.5
9506,246,2003-04-11 00:29:23,4.0
9506,260,2003-04-11 00:23:16,4.5
9506,282,2003-04-11 00:15:58,3.5
9506,299,2003-04-11 00:21:48,3.5
9506,356,2003-04-11 00:03:23,5.0
9506,480,2003-04-11 00:23:26,3.5
9506,508,2003-04-11 00:31:12,4.0
9506,509,2003-04-11 00:14:24,4.5
9506,527,2003-04-11 00:02:32,5.0
9506,539,2003-04-11 00:27:18,2.5
9506,587,2003-04-11 00:44:18,3.5
9506,593,2003-04-11 00:02:49,4.0
9506,597,2003-04-11 00:07:18,3.5
9506,608,2003-04-11 00:28:24,4.5
9506,750,2003-04-11 00:08:17,4.0
9506,778,2003-04-11 00:07:34,4.5
9506,780,2003-04-11 00:06:22,2.5
9506,858,2003-04-11 00:03:38,5.0
9506,1028,2003-04-11 00:09:49,2.0
9506,1097,2003-04-11 00:23:29,4.5
9506,1197,2003-04-11 00:23:44,3.5
9506,1213,2003-04-11 00:28:29,3.5
9506,1246,2003-04-11 00:30:29,4.0
9506,1265,2003-04-11 00:05:22,4.0
9506,1271,2003-04-11 00:14:14,4.0
9506,1307,2003-04-11 00:26:57,4.5
9506,1343,2003-04-11 00:13:33,3.5
9506,1357,2003-04-11 00:18:01,5.0
9506,1416,2003-04-11 00:17:34,3.5
9506,1569,2003-04-11 00:27:34,3.5
9506,1641,2003-04-11 00:11:47,4.5
9506,1682,2003-04-11 00:04:19,4.5
9506,1704,2003-04-11 00:00:00,5.0
9506,1721,2003-04-11 00:06:28,2.5
9506,1961,2003-04-11 00:04:03,5.0
9506,1962,2003-04-11 00:13:29,4.0
9506,2028,2003-04-11 00:02:13,5.0
9506,2121,2003-04-11 00:17:43,2.5
9506,2321,2003-04-11 00:11:30,3.5
9506,2324,2003-04-11 00:01:14,5.0
9506,2424,2003-04-11 00:07:48,3.0
9506,2599,2003-04-11 00:13:13,3.5
9506,2739,2003-04-11 00:31:57,5.0
9506,2762,2003-04-11 00:03:20,4.5
9506,2858,2003-04-11 00:03:12,4.5
9506,2997,2003-04-11 00:26:54,4.0
9506,3052,2003-04-11 00:28:08,2.5
9506,3105,2003-04-11 00:11:38,4.5
9506,3252,2003-04-11 00:30:50,3.5
9506,3408,2003-04-11 00:31:54,3.0
9506,3528,2003-04-11 00:20:14,2.0
9506,3578,2003-04-11 00:23:14,3.0
9506,3910,2003-04-11 00:38:01,3.5
9506,3967,2003-04-11 00:37:53,3.5
9506,3969,2003-04-11 00:11:02,4.0
9506,4007,2003-04-11 00:12:21,3.5
9506,4014,2003-04-11 00:31:36,4.0
9506,4034,2003-04-11 00:10:10,3.5
9506,4308,2003-04-11 00:09:11,3.0
9506,4973,2003-04-11 00:26:36,4.5
9506,5014,2003-04-11 00:12:36,4.0
9506,5293,2003-04-11 00:15:37,4.0
9506,5299,2003-04-11 00:27:10,4.5
9506,5446,2003-04-11 00:18:06,4.0
9506,5669,2003-04-11 00:10:21,3.5
9506,5995,2003-04-11 00:03:46,4.0
9506,6218,2003-04-11 00:31:25,4.0
9506,6373,2003-04-11 00:07:06,4.5
9506,6765,2003-04-11 00:14:50,3.0
9506,6870,2003-04-11 00:38:33,4.0
9506,6874,2003-04-11 00:07:23,4.0
9506,6942,2003-04-11 00:08:06,3.5
9506,7158,2003-04-11 00:16:05,4.5
9506,7318,2003-04-11 00:11:54,3.5
