pelicula,usuario,instante,voto
105864,34,2015-11-14 00:08:01,2.0
105864,39,2015-11-14 00:08:59,3.0
105864,101,2015-11-14 00:08:29,2.0
105864,154,2015-11-14 00:03:55,4.0
105864,232,2015-11-14 00:08:59,3.0
105864,290,2015-11-14 00:04:35,3.0
105864,501,2015-11-14 00:04:52,3.0
105864,570,2015-11-14 00:06:55,2.0
105864,593,2015-11-14 00:00:00,4.0
105864,1034,2015-11-14 00:05:15,4.0
105864,1213,2015-11-14 00:05:37,4.0
105864,1230,2015-11-14 00:03:55,4.0
105864,1361,2015-11-14 00:03:35,4.0
105864,1392,2015-11-14 00:08:59,4.0
105864,1412,2015-11-14 00:05:37,3.0
105864,1594,2015-11-14 00:03:55,5.0
105864,1617,2015-11-14 00:05:55,3.0
105864,1641,2015-11-14 00:08:29,3.0
105864,1677,2015-11-14 00:04:35,3.0
105864,1734,2015-11-14 00:06:55,2.0
105864,1916,2015-11-14 00:00:00,3.0
105864,1952,2015-11-14 00:05:15,4.0
105864,2044,2015-11-14 00:00:00,2.0
105864,2318,2015-11-14 00:08:02,4.0
105864,2324,2015-11-14 00:08:59,4.0
105864,2351,2015-11-14 00:03:55,4.0
105864,2396,2015-11-14 00:08:59,4.0
105864,2575,2015-11-14 00:05:37,5.0
105864,2599,2015-11-14 00:08:02,5.0
105864,2626,2015-11-14 00:08:59,4.0
105864,2858,2015-11-14 00:06:55,4.0
105864,2865,2015-11-14 00:08:02,4.0
105864,2997,2015-11-14 00:08:10,5.0
105864,3359,2015-11-14 00:05:37,4.0
105864,3362,2015-11-14 00:05:37,4.0
105864,3498,2015-11-14 00:04:15,5.0
105864,3531,2015-11-14 00:08:29,3.0
105864,3538,2015-11-14 00:05:55,4.0
105864,3649,2015-11-14 00:00:00,4.0
105864,3728,2015-11-14 00:04:52,3.0
105864,3730,2015-11-14 00:05:16,4.0
105864,3827,2015-11-14 00:00:00,3.0
105864,3863,2015-11-14 00:01:57,4.0
105864,3880,2015-11-14 00:09:34,4.0
105864,3893,2015-11-14 00:01:57,3.0
105864,3894,2015-11-14 00:01:10,3.0
105864,3897,2015-11-14 00:01:10,4.0
105864,3903,2015-11-14 00:01:10,3.0
105864,3910,2015-11-14 00:09:34,3.0
105864,3911,2015-11-14 00:01:10,3.0
105864,3915,2015-11-14 00:02:16,3.0
105864,3948,2015-11-14 00:01:29,4.0
105864,3949,2015-11-14 00:01:10,4.0
105864,3951,2015-11-14 00:01:29,5.0
105864,3952,2015-11-14 00:01:57,3.0
105864,3953,2015-11-14 00:02:32,4.0
105864,3967,2015-11-14 00:01:10,3.0
105864,3983,2015-11-14 00:01:10,5.0
105864,3987,2015-11-14 00:02:32,4.0
