pelicula,usuario,instante,voto
22794,37855,2014-01-18 02:22:30,4.0
22794,40887,2014-01-24 04:19:53,3.0
22794,42730,2014-01-18 02:22:03,4.0
22794,44665,2014-01-24 04:21:08,3.5
22794,45501,2014-01-18 02:30:49,3.5
79316,153,2014-01-08 00:01:03,3.0
79316,165,2014-01-08 00:01:03,3.0
79316,231,2014-01-08 00:02:08,3.0
79316,344,2014-01-08 00:01:03,3.0
79316,349,2014-01-08 00:02:08,4.0
79316,356,2014-01-08 00:02:08,4.0
79316,380,2014-01-08 00:00:01,3.0
79316,457,2014-01-08 00:01:03,4.0
79316,588,2014-01-08 00:01:03,3.0
79316,590,2014-01-08 00:00:00,4.0
79316,592,2014-01-08 00:00:00,3.0
79316,595,2014-01-08 00:02:08,3.0
109491,72,2014-01-22 00:27:19,3.0
109491,7022,2014-01-14 21:29:26,4.5
109491,47382,2014-01-24 12:47:22,3.5
109491,53447,2014-01-22 00:28:12,3.5
109491,55080,2014-01-28 19:28:09,3.5
109491,57509,2014-01-28 19:28:18,3.0
109491,57949,2014-01-11 14:14:26,3.0
109491,58103,2014-01-07 22:07:23,3.5
109491,58107,2014-01-22 00:27:33,3.5
109491,58291,2014-01-22 00:26:49,3.0
109491,58295,2014-01-14 21:29:10,3.5
109491,58297,2014-01-22 00:28:03,2.0
109491,58347,2014-01-14 21:29:17,4.0
109491,58351,2014-01-07 22:07:58,4.0
109491,58559,2014-01-22 00:25:52,5.0
109491,58627,2014-01-28 19:28:31,3.0
109491,58876,2014-01-07 22:08:06,4.0
109491,58975,2014-01-07 22:08:40,3.5
109491,59014,2014-01-07 22:08:32,2.0
109491,59404,2014-01-22 00:26:40,4.0
109491,60072,2014-01-07 22:07:52,4.0
152760,277,2014-01-24 00:01:25,4.0
152760,647,2014-01-24 00:01:17,4.0
152760,899,2014-01-24 00:01:51,3.5
152760,1084,2014-01-24 00:00:29,4.0
152760,1088,2014-01-24 00:01:41,3.0
152760,1092,2014-01-24 00:01:08,4.5
152760,1231,2014-01-24 00:02:35,4.5
152760,1250,2014-01-24 00:00:00,4.0
152760,1267,2014-01-24 00:02:26,4.0
152760,1276,2014-01-24 00:00:38,4.5
152760,1293,2014-01-24 00:02:06,5.0
152760,1299,2014-01-24 00:02:55,3.5
152760,1466,2014-01-24 00:02:01,3.5
152760,2001,2014-01-24 00:00:09,3.0
152760,3448,2014-01-24 00:02:11,4.0
97020,260,2014-01-30 00:00:40,4.0
97020,455,2014-01-30 00:00:00,3.0
97020,1210,2014-01-30 00:02:25,5.0
97020,1270,2014-01-30 00:00:14,5.0
97020,1961,2014-01-30 00:00:00,4.0
97020,1974,2014-01-30 00:01:51,4.0
97020,2028,2014-01-30 00:00:28,4.0
97020,2380,2014-01-30 00:02:07,2.0
97020,3524,2014-01-30 00:00:56,3.0
97020,4949,2014-01-30 00:02:25,4.0
97020,4983,2014-01-30 00:01:51,3.0
208763,457,2014-01-30 00:05:15,5.0
208763,527,2014-01-30 00:00:02,5.0
208763,593,2014-01-30 00:00:08,5.0
208763,608,2014-01-30 00:04:40,5.0
208763,858,2014-01-30 00:00:05,5.0
208763,1206,2014-01-30 00:05:09,4.5
208763,1213,2014-01-30 00:04:34,5.0
208763,1221,2014-01-30 00:00:11,5.0
208763,1247,2014-01-30 00:05:10,5.0
208763,1704,2014-01-30 00:05:13,5.0
208763,1954,2014-01-30 00:09:27,5.0
208763,1961,2014-01-30 00:05:31,5.0
208763,2324,2014-01-30 00:04:13,5.0
208763,2403,2014-01-30 00:41:21,4.5
208763,2409,2014-01-30 00:09:33,5.0
208763,2410,2014-01-30 00:09:34,5.0
208763,2411,2014-01-30 00:09:36,5.0
208763,2412,2014-01-30 00:09:54,3.5
208763,2959,2014-01-30 00:05:02,4.0
208763,3911,2014-01-31 22:40:47,5.0
208763,4262,2014-01-30 00:05:22,5.0
208763,5418,2014-01-30 00:08:21,5.0
208763,5995,2014-01-30 00:00:14,5.0
208763,6016,2014-01-30 00:04:06,5.0
208763,8665,2014-01-30 00:08:23,5.0
208763,30749,2014-01-30 00:00:37,5.0
208763,35836,2014-01-30 00:00:29,5.0
208763,49272,2014-01-30 00:07:17,5.0
208763,49530,2014-01-30 00:08:49,4.5
208763,49651,2014-01-30 00:10:23,5.0
208763,54286,2014-01-30 00:08:15,5.0
208763,58559,2014-01-30 13:07:51,3.0
208763,59315,2014-01-30 00:08:18,5.0
208763,79132,2014-01-30 00:45:38,5.0
208763,80463,2014-01-30 00:41:47,5.0
208763,91500,2014-01-30 00:09:07,5.0
208763,91529,2014-01-30 13:07:43,3.0
208763,106487,2014-01-30 00:09:09,4.0
208763,116797,2014-01-30 00:05:33,5.0
208763,116823,2014-01-30 00:09:12,1.0
208763,122882,2014-01-30 00:01:46,2.5
208763,127108,2014-01-30 00:02:05,2.5
208763,127198,2014-01-30 00:02:10,3.0
208763,127202,2014-01-30 00:01:35,4.0
208763,133419,2014-01-30 00:02:57,4.5
208763,134130,2014-01-30 00:00:54,5.0
208763,135133,2014-01-30 00:02:30,2.0
208763,136018,2014-01-30 00:02:38,3.0
208763,136562,2014-01-30 00:02:32,2.0
208763,137337,2014-01-30 00:01:28,3.0
208763,138036,2014-01-30 00:02:01,2.5
208763,139385,2014-01-30 00:01:39,4.0
208763,139642,2014-01-30 00:02:22,4.5
208763,139644,2014-01-30 00:01:21,3.0
208763,140110,2014-01-30 00:01:56,5.0
208763,140174,2014-01-30 00:00:57,5.0
208763,140247,2014-01-30 00:02:17,3.5
208763,142488,2014-01-30 00:01:01,3.5
208763,143385,2014-01-30 00:01:25,3.5
208763,144976,2014-01-30 00:02:54,2.5
208763,146656,2014-01-30 00:01:31,4.5
208763,148626,2014-01-30 00:00:43,4.0
208763,47,2014-01-30 00:04:29,4.0
208763,296,2014-01-30 00:04:09,5.0
208763,318,2014-01-30 00:00:00,5.0
208763,356,2014-01-30 00:05:18,5.0
137094,2,2014-01-15 00:00:01,4.0
137094,10,2014-01-15 00:00:00,4.0
137094,16,2014-01-15 00:00:00,4.0
137094,21,2014-01-15 00:00:00,5.0
137094,34,2014-01-15 00:09:37,4.0
137094,36,2014-01-15 00:00:00,5.0
137094,47,2014-01-15 00:09:39,5.0
137094,50,2014-01-15 00:09:39,5.0
137094,60,2014-01-15 00:09:38,5.0
137094,95,2014-01-15 00:00:00,3.0
137094,110,2014-01-15 00:09:37,5.0
137094,111,2014-01-15 00:00:01,5.0
137094,132,2014-01-15 00:09:38,5.0
137094,148,2014-01-15 00:09:37,3.0
137094,150,2014-01-15 00:09:37,5.0
137094,151,2014-01-15 00:09:39,5.0
137094,153,2014-01-15 00:09:37,3.0
137094,161,2014-01-15 00:09:37,4.0
137094,163,2014-01-15 00:09:37,3.0
137094,170,2014-01-15 00:09:38,4.0
137094,173,2014-01-15 00:09:38,3.0
137094,185,2014-01-15 00:09:38,3.0
137094,204,2014-01-15 00:09:39,4.0
137094,208,2014-01-15 00:09:39,2.0
137094,219,2014-01-15 00:09:37,3.0
137094,227,2014-01-15 00:09:37,3.0
137094,235,2014-01-15 00:09:38,4.0
137094,253,2014-01-15 00:09:38,5.0
137094,266,2014-01-15 00:09:38,4.0
137094,268,2014-01-15 00:09:38,2.0
137094,272,2014-01-15 00:09:38,5.0
137094,282,2014-01-15 00:09:38,4.0
137094,288,2014-01-15 00:09:38,1.0
137094,292,2014-01-15 00:09:38,4.0
137094,293,2014-01-15 00:09:39,5.0
137094,296,2014-01-15 00:09:39,5.0
137094,300,2014-01-15 00:09:39,4.0
137094,303,2014-01-15 00:09:39,3.0
137094,315,2014-01-15 00:09:39,4.0
137094,316,2014-01-15 00:09:39,4.0
137094,318,2014-01-15 00:09:39,5.0
137094,329,2014-01-15 00:09:39,3.0
137094,338,2014-01-15 00:09:39,4.0
137094,344,2014-01-15 00:09:37,2.0
137094,348,2014-01-15 00:09:37,3.0
137094,349,2014-01-15 00:09:37,4.0
137094,380,2014-01-15 00:09:39,4.0
137094,410,2014-01-15 00:09:37,3.0
137094,420,2014-01-15 00:09:37,3.0
137094,434,2014-01-15 00:09:37,4.0
137094,435,2014-01-15 00:09:37,2.0
137094,468,2014-01-15 00:09:38,3.0
137094,553,2014-01-15 00:09:39,5.0
137094,590,2014-01-15 00:09:37,5.0
137094,592,2014-01-15 00:09:37,3.0
137094,688,2014-01-15 00:09:38,2.0
109414,26649,2014-01-31 15:32:32,4.0
109414,27912,2014-01-31 15:38:59,3.5
109414,58306,2014-01-31 15:38:43,3.5
109414,60382,2014-01-31 15:35:36,4.0
109414,60684,2014-01-31 15:34:26,1.0
109414,61236,2014-01-31 15:34:51,4.5
109414,64839,2014-01-31 15:34:38,3.5
109414,66297,2014-01-31 15:35:17,3.5
168530,260,2014-01-07 00:02:09,2.0
168530,480,2014-01-07 00:04:58,3.0
168530,720,2014-01-07 00:01:06,1.0
168530,778,2014-01-07 00:00:00,3.0
168530,1196,2014-01-07 00:00:34,2.0
168530,1210,2014-01-07 00:00:00,2.0
168530,1466,2014-01-07 00:03:39,5.0
168530,1538,2014-01-07 00:00:00,1.0
168530,1544,2014-01-07 00:04:58,3.0
168530,2628,2014-01-07 00:01:06,4.0
168530,2746,2014-01-07 00:01:43,2.0
168530,3578,2014-01-07 00:04:18,4.0
168530,3984,2014-01-07 00:04:18,2.0
208134,1043,2014-01-13 01:32:44,2.0
208134,3526,2014-01-27 00:07:09,2.0
168672,5,2014-01-07 14:10:33,2.0
