pelicula,usuario,instante,voto
944,539,1998-07-10 00:00:00,1.0
944,635,1998-07-10 00:04:42,5.0
944,924,1998-07-10 00:00:00,5.0
944,1600,1998-07-10 00:03:14,4.0
944,3101,1998-07-10 00:00:00,3.0
944,3499,1998-07-10 00:04:42,3.0
9631,1,1998-07-29 00:00:00,4.0
9631,6,1998-07-29 00:15:55,5.0
9631,14,1998-07-29 00:01:59,3.0
9631,25,1998-07-29 00:00:01,4.0
9631,36,1998-07-29 00:15:55,5.0
9631,52,1998-07-29 00:01:59,4.0
9631,62,1998-07-29 00:00:00,3.0
9631,95,1998-07-29 00:00:00,2.0
9631,141,1998-07-29 00:00:00,3.0
9631,376,1998-07-29 00:15:55,3.0
9631,608,1998-07-29 00:15:55,5.0
9631,648,1998-07-29 00:00:00,3.0
9631,733,1998-07-29 00:15:55,3.0
9631,736,1998-07-29 00:00:00,3.0
9631,780,1998-07-29 00:00:00,2.0
9631,784,1998-07-29 00:01:59,4.0
9631,786,1998-07-29 00:01:59,4.0
9631,788,1998-07-29 00:01:59,5.0
9452,72378,1998-07-03 15:16:50,5.0
846,5,1998-07-24 01:06:54,3.5
846,153,1998-07-24 01:05:27,3.0
846,185,1998-07-24 01:05:24,3.0
846,237,1998-07-24 01:06:46,3.5
846,370,1998-07-24 01:06:37,3.0
846,587,1998-07-24 01:05:14,3.0
846,589,1998-07-24 01:02:00,2.5
846,590,1998-07-24 01:01:57,1.5
846,592,1998-07-24 01:01:44,3.0
846,595,1998-07-24 01:02:28,2.5
846,1198,1998-07-24 01:02:32,3.0
846,1270,1998-07-24 01:05:18,3.5
846,1513,1998-07-24 01:06:17,4.0
846,1608,1998-07-24 01:06:14,4.0
846,1961,1998-07-24 01:06:03,4.0
846,2115,1998-07-24 01:06:01,3.5
846,3256,1998-07-24 01:05:53,3.0
846,3882,1998-07-24 01:07:27,3.5
846,4014,1998-07-24 01:05:38,2.5
846,8665,1998-07-24 01:07:01,2.0
846,33794,1998-07-24 01:06:56,2.5
846,45668,1998-07-24 00:59:00,2.5
846,45726,1998-07-24 00:59:54,3.5
846,45732,1998-07-24 00:59:45,3.0
846,47122,1998-07-24 00:59:29,3.0
11975,50,1998-07-25 02:02:05,3.5
11975,745,1998-07-25 01:54:14,4.5
11975,902,1998-07-25 01:56:07,4.5
11975,916,1998-07-25 02:05:05,4.5
11975,919,1998-07-25 01:52:28,4.0
11975,998,1998-07-25 02:00:24,3.5
11975,1020,1998-07-25 01:54:11,4.5
11975,1060,1998-07-25 02:01:33,3.5
11975,1120,1998-07-25 02:08:38,3.5
11975,1210,1998-07-25 01:55:20,4.0
11975,1285,1998-07-25 02:05:29,5.0
11975,1293,1998-07-25 02:05:35,4.0
11975,1345,1998-07-25 01:56:40,3.5
11975,1580,1998-07-25 01:56:22,3.5
11975,1747,1998-07-25 01:57:19,3.5
11975,1827,1998-07-25 01:53:45,4.5
11975,2083,1998-07-25 01:54:23,4.0
11975,2123,1998-07-25 02:01:41,2.5
11975,2125,1998-07-25 01:53:57,4.0
11975,2144,1998-07-25 02:07:34,4.0
11975,2146,1998-07-25 01:59:08,3.5
11975,2171,1998-07-25 02:01:55,3.5
11975,2336,1998-07-25 01:52:43,4.5
11975,2431,1998-07-25 02:01:24,2.5
11975,2443,1998-07-25 01:52:23,4.5
11975,2502,1998-07-25 01:58:15,3.5
11975,2571,1998-07-25 01:59:49,3.5
11975,2581,1998-07-25 02:02:32,2.5
11975,2599,1998-07-25 01:54:49,4.5
